id,observationID,personID,lat,lon,media,Eventful_Uneventful,Exciting_Monotonous,Pleasant_Unpleasant,Calm_Chaotic,Anxious_Safe,Stressed_Relaxed,Depressed_Cheerful,Detached_Attached,Exhausted_Excited,uncrowded _crowded,accessible_unaccessible,central_remote,green _built-up,clean_polluted,quiet_busy,relaxing_disturbing,mediaType,timestamp,transcription,filename,Unnamed: 0,mediaID,person,vehicles,place_cluster,place_name,avg_r,avg_g,avg_b,brightness,greeness,normalized_greeness,noise,normalized_noise,hour
423,1718277836626,p17,49.7953456,9.9331809,p17/1718277836626/media/1718277996460.jpg,1,2,2,3,4,4,4,3,2,4,2,1,3,2,4,2,Image,2024-06-13 13:23:56.626,,1718277996460.jpg,213,1718277996460,12.0,2.0,4,Eichhornstr,148.28420983333334,139.7116235,128.6191835,138.0,0.09061175,0.12814855479148862,-28.835128784179688,1.531685497078808,4
424,1718277836626,p17,49.7953456,9.9331809,p17/1718277836626/media/1718278011187.jpg,1,2,2,3,4,4,4,3,2,4,2,1,3,2,4,2,Image,2024-06-13 13:23:56.626,,1718278011187.jpg,214,1718278011187,2.0,5.0,4,Eichhornstr,137.7296255,134.91036308333332,138.21158408333332,136.0,0.06205075,0.08775588084578392,-28.835128784179688,1.531685497078808,4
425,1718277836626,p17,49.7953456,9.9331809,p17/1718277836626/media/1718278025680.jpg,1,2,2,3,4,4,4,3,2,4,2,1,3,2,4,2,Image,2024-06-13 13:23:56.626,,1718278025680.jpg,215,1718278025680,14.0,2.0,4,Eichhornstr,139.44868309864796,124.21966411155965,111.4375628263969,125.0,0.02919913114347046,0.04129515716452762,-28.835128784179688,1.531685497078808,4
429,1718278299994,p17,49.79672,9.9355033,p17/1718278299994/media/1718278474996.jpg,4,2,3,3,3,2,4,4,2,2,4,3,5,4,4,3,Image,2024-06-13 13:31:39.994,,1718278474996.jpg,216,1718278474996,0.0,0.0,0,Semmelstr,101.970124,109.31055275,125.31692183333334,112.0,0.11656608333333333,0.1648547248769712,-29.364587783813477,1.5598096881343329,4
430,1718278299994,p17,49.79672,9.9355033,p17/1718278299994/media/1718278484367.jpg,4,2,3,3,3,2,4,4,2,2,4,3,5,4,4,3,Image,2024-06-13 13:31:39.994,,1718278484367.jpg,217,1718278484367,0.0,0.0,0,Semmelstr,147.683092,154.52626158333334,156.22516916666666,152.0,0.06028716666666667,0.08526171584597957,-29.364587783813477,1.5598096881343329,4
431,1718278299994,p17,49.79672,9.9355033,p17/1718278299994/media/1718278496618.jpg,4,2,3,3,3,2,4,4,2,2,4,3,5,4,4,3,Image,2024-06-13 13:31:39.994,,1718278496618.jpg,218,1718278496618,2.0,8.0,0,Semmelstr,144.08937233333333,138.06250041666667,131.24922766666666,137.0,0.03677925,0.05201541448890301,-29.364587783813477,1.5598096881343329,4
434,1718273026070,p18,49.8001659,9.9322401,p18/1718273026070/media/1718273598321.jpg,4,3,4,3,2,2,4,3,3,4,4,5,2,2,4,4,Image,2024-06-13 12:03:46.070,,1718273598321.jpg,219,1718273598321,0.0,2.0,3,Klinikstr,101.18882116666667,122.27910816666666,111.98312316666667,111.0,0.4661421666666667,0.6592461241031825,-30.784494400024414,1.6352333280817903,3
435,1718273026070,p18,49.8001659,9.9322401,p18/1718273026070/media/1718273615283.jpg,4,3,4,3,2,2,4,3,3,4,4,5,2,2,4,4,Image,2024-06-13 12:03:46.070,,1718273615283.jpg,220,1718273615283,0.0,0.0,3,Klinikstr,112.29710308333334,131.601032,120.36215233333333,121.0,0.5155968333333333,0.7291878707423118,-30.784494400024414,1.6352333280817903,3
436,1718273026070,p18,49.8001659,9.9322401,p18/1718273026070/media/1718273629847.jpg,4,3,4,3,2,2,4,3,3,4,4,5,2,2,4,4,Image,2024-06-13 12:03:46.070,,1718273629847.jpg,221,1718273629847,0.0,0.0,3,Klinikstr,104.11354641666667,108.60585016666667,85.71398933333333,99.0,0.5520033333333333,0.7806761198934025,-30.784494400024414,1.6352333280817903,3
440,1718275564692,p18,49.7950566,9.9292527,p18/1718275564692/media/1718275835795.jpg,3,2,2,1,4,4,4,2,4,2,4,2,4,2,2,2,Image,2024-06-13 12:46:04.692,,1718275835795.jpg,222,1718275835795,5.0,0.0,2,Katharinengasse/Marienplatz,95.04939333333333,118.07903575,108.561292,107.0,0.4798955,0.6786969104551983,-30.763633728027344,1.634125235622888,3
441,1718275564692,p18,49.7950566,9.9292527,p18/1718275564692/media/1718275850012.jpg,3,2,2,1,4,4,4,2,4,2,4,2,4,2,2,2,Image,2024-06-13 12:46:04.692,,1718275850012.jpg,223,1718275850012,0.0,0.0,2,Katharinengasse/Marienplatz,107.69329958333333,109.3712145,89.39524358333334,102.0,0.45714183333333336,0.6465173145469348,-30.763633728027344,1.634125235622888,3
442,1718275564692,p18,49.7950566,9.9292527,p18/1718275564692/media/1718275876352.jpg,3,2,2,1,4,4,4,2,4,2,4,2,4,2,2,2,Image,2024-06-13 12:46:04.692,,1718275876352.jpg,224,1718275876352,10.0,0.0,2,Katharinengasse/Marienplatz,140.52635083333334,121.84892408333333,103.920064,122.0,0.018742083333333333,0.02650617489396587,-30.763633728027344,1.634125235622888,3
446,1718277122119,p18,49.7932106,9.9331436,p18/1718277122119/media/1718277343049.jpg,4,4,4,4,2,2,2,4,2,5,3,1,5,4,5,4,Image,2024-06-13 13:12:02.119,,1718277343049.jpg,225,1718277343049,0.0,4.0,4,Eichhornstr,142.01766666666666,135.60373316666667,107.2100615,128.0,0.28304025,0.4002924453541801,-28.115936279296875,1.4934829026814784,4
447,1718277122119,p18,49.7932106,9.9331436,p18/1718277122119/media/1718277353732.jpg,4,4,4,4,2,2,2,4,2,5,3,1,5,4,5,4,Image,2024-06-13 13:12:02.119,,1718277353732.jpg,226,1718277353732,3.0,3.0,4,Eichhornstr,130.85397841666668,136.16580816666666,137.27734783333332,134.0,0.085503,0.1209234550743877,-28.115936279296875,1.4934829026814784,4
448,1718277122119,p18,49.7932106,9.9331436,p18/1718277122119/media/1718277367972.jpg,4,4,4,4,2,2,2,4,2,5,3,1,5,4,5,4,Image,2024-06-13 13:12:02.119,,1718277367972.jpg,227,1718277367972,3.0,10.0,4,Eichhornstr,138.01156925,133.06321733333334,129.90202791666667,133.0,0.009283416666666667,0.013129162932627964,-28.115936279296875,1.4934829026814784,4
452,1718277918503,p18,49.7954101,9.9331912,p18/1718277918503/media/1718278100697.jpg,3,2,2,2,4,3,4,4,4,4,3,3,5,4,4,2,Image,2024-06-13 13:25:18.503,,1718278100697.jpg,228,1718278100697,18.0,0.0,4,Eichhornstr,142.70289508333335,128.41228583333333,113.26255575,128.0,0.06675641666666667,0.09441091601135368,-26.43741798400879,1.4043221380905897,4
453,1718277918503,p18,49.7954101,9.9331912,p18/1718277918503/media/1718278107879.jpg,3,2,2,2,4,3,4,4,4,4,3,3,5,4,4,2,Image,2024-06-13 13:25:18.503,,1718278107879.jpg,229,1718278107879,4.0,0.0,4,Eichhornstr,138.16771741666668,119.63588183333333,95.921429,117.0,0.08720808333333334,0.12333488587630602,-26.43741798400879,1.4043221380905897,4
454,1718277918503,p18,49.7954101,9.9331912,p18/1718277918503/media/1718278116704.jpg,3,2,2,2,4,3,4,4,4,4,3,3,5,4,4,2,Image,2024-06-13 13:25:18.503,,1718278116704.jpg,230,1718278116704,10.0,1.0,4,Eichhornstr,135.88157541666666,131.6666265,119.87400375,129.0,0.21607991666666668,0.30559313820005274,-26.43741798400879,1.4043221380905897,4
458,1718278344068,p18,49.796784,9.9355711,p18/1718278344068/media/1718278570887.jpg,2,2,2,4,2,2,4,4,4,3,3,3,5,4,4,4,Image,2024-06-13 13:32:24.068,,1718278570887.jpg,231,1718278570887,3.0,1.0,0,Semmelstr,146.16414233333333,133.93099775,116.91728333333333,132.0,0.15274158333333332,0.21601628001589626,-32.9617805480957,1.750888008903645,4
459,1718278344068,p18,49.796784,9.9355711,p18/1718278344068/media/1718278582950.jpg,2,2,2,4,2,2,4,4,4,3,3,3,5,4,4,4,Image,2024-06-13 13:32:24.068,,1718278582950.jpg,232,1718278582950,0.0,0.0,0,Semmelstr,132.32556775,131.41949875,117.30763216666666,127.0,0.44315183333333336,0.6267318200439269,-32.9617805480957,1.750888008903645,4
460,1718278344068,p18,49.796784,9.9355711,p18/1718278344068/media/1718278643246.jpg,2,2,2,4,2,2,4,4,4,3,3,3,5,4,4,4,Image,2024-06-13 13:32:24.068,,1718278643246.jpg,233,1718278643246,0.0,0.0,0,Semmelstr,114.423825,115.30835575,127.27194208333333,119.0,0.078886,0.11156529802460906,-32.9617805480957,1.750888008903645,4
